parent_a,parent_b,layer,norm_ratio,w,A,B,C,E,D_plus,D_minus
09111d7d,5ffed8da,layer1.0.conv2.weight,0.6877312261669337,0.003827920707724057,0.0,0.03711579499980264,0.0,0.4962914434983204,0.3825572318324379,0.08403552966943897
09111d7d,5ffed8da,layer1.1.conv1.weight,0.687657220452311,0.0031624213397241437,0.0,0.02463055423925718,0.027008172964272693,0.5213056649348162,0.41342647359630985,0.013629134265343944
09111d7d,5ffed8da,layer1.1.conv2.weight,0.6955611471912833,0.0032736608981294834,0.0,0.02581779352085526,0.06691766566240495,0.42557190307289,0.44600036711122826,0.03569227063262163
09111d7d,5ffed8da,layer1.2.conv1.weight,0.7062749648193644,0.0030759714803515817,0.0,0.027210135734924496,0.22830840339108638,0.27777132156326384,0.4462054465534101,0.020504692757315163
09111d7d,5ffed8da,layer1.2.conv2.weight,0.658891577166877,0.0028281277991782624,0.0,0.04748744532118554,0.10402054170871147,0.4225082796514692,0.2507754429220666,0.17520829039656727
09111d7d,5ffed8da,layer2.0.conv1.weight,0.7068230586599716,0.003637696791727477,0.0,0.01966774702703161,0.040553427025175476,0.4328378399414146,0.46750118385285677,0.03943980215352145
09111d7d,5ffed8da,layer2.0.conv2.weight,0.6491260442745915,0.0079515066058416,0.0038700655963883226,0.03163895048137315,0.07758154601325572,0.4674997220401705,0.38106115679434543,0.038348559074467076
09111d7d,5ffed8da,layer2.0.shortcut.0.weight,0.6585041213940898,0.004019118243833367,0.005924453596796614,0.01215857893718819,0.06429906546449883,0.5955018866400487,0.25108453047409773,0.07103148488737007
09111d7d,5ffed8da,layer2.1.conv1.weight,0.6410899573857435,0.008028820539403037,0.0,0.033952155342716166,0.08652526706591261,0.34515364513209473,0.4497321449221254,0.08463678753715113
09111d7d,5ffed8da,layer2.1.conv2.weight,0.6362963038405469,0.009646789516650493,0.0,0.015357617802077271,0.15709720665371332,0.3353983476107517,0.4235095950642694,0.06863723286918814
09111d7d,5ffed8da,layer2.2.conv1.weight,0.6587910461349027,0.00737925607955684,0.0,0.022239290941574917,0.12790412942021212,0.2960505756936943,0.4684995931998084,0.08530641074471039
09111d7d,5ffed8da,layer2.2.conv2.weight,0.6485728483789032,0.011609762797255833,0.014244784794419712,0.0,0.16613584334503442,0.181074829355646,0.5618650581548797,0.07667948435002021
09111d7d,5ffed8da,layer3.0.conv1.weight,0.6833923085832927,0.01866656474396856,0.011686183259199403,0.009987603433794515,0.1333383317809667,0.3407479398667155,0.4777473212081562,0.02649262045116766
09111d7d,5ffed8da,layer3.0.conv2.weight,0.6780711950191102,0.05646464912468534,0.0,0.033605260494514066,0.05316319237978939,0.2629802384202234,0.5354706514191554,0.11478065728631788
09111d7d,5ffed8da,layer3.0.shortcut.0.weight,0.6764309415882902,0.03373565038309914,0.011673236083340126,0.0,0.059461965449956605,0.11544938831082316,0.6835527633035128,0.12986264685236734
