parent_a,parent_b,labels_a,labels_b,a_per_class,b_per_class,a_per_task,b_per_task,child_joint,child_per_task,child_task_a,child_task_b,child_per_class,merging_fn,population,time_s
1887bcd2,5ffed8da,2_7_9,6_8_9,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9120000600814819, 0.0, 0.7490000128746033, 0.6790000200271606]",0.5853333473205566,0.7800000309944153,0.4836,0.7091666666666667,0.637,0.7813333333333333,"[null, null, 0.88, null, null, null, 0.924, 0.345, 0.734, 0.686]",match_tensors_permute,runs_exp2d/seed0/population,70.0
1887bcd2,88ed44d1,2_7_9,3_6_7,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]",0.5853333473205566,0.42500004172325134,0.3666,0.4581666666666667,0.5036666666666667,0.4126666666666667,"[null, null, 0.881, 0.145, null, null, 0.969, 0.124, null, 0.506]",match_tensors_permute,runs_exp2d/seed0/population,70.2
1887bcd2,905afff7,2_7_9,3_5_6,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]",0.5853333473205566,0.36399999260902405,0.30316666666666664,0.4653333333333333,0.574,0.3566666666666667,"[null, null, 0.885, 0.069, null, 0.02, 0.981, 0.328, null, 0.509]",match_tensors_permute,runs_exp2d/seed0/population,70.1
1887bcd2,be2e50e9,2_7_9,3_6_7,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]",0.5853333473205566,0.5016667246818542,0.3856,0.5356666666666666,0.5766666666666667,0.49466666666666664,"[null, null, 0.874, 0.206, null, null, 0.923, 0.355, null, 0.501]",match_tensors_permute,runs_exp2d/seed0/population,69.4
1887bcd2,cb3a86af,2_7_9,1_6_7,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.5400000214576721, 0.0, 0.0, 0.0, 0.0, 0.9630000591278076, 0.28700000047683716, 0.0, 0.0]",0.5853333473205566,0.5966666340827942,0.388,0.5693333333333334,0.554,0.5846666666666667,"[null, 0.528, 0.878, null, null, null, 0.971, 0.255, null, 0.529]",match_tensors_permute,runs_exp2d/seed0/population,69.6
1887bcd2,d8bd0bc0,2_7_9,4_5_7,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.0, 0.6810000538825989, 0.64000004529953, 0.0, 0.12700000405311584, 0.0, 0.0]",0.5853333473205566,0.4826667010784149,0.3694,0.49433333333333335,0.5136666666666667,0.475,"[null, null, 0.89, null, 0.675, 0.625, null, 0.125, null, 0.526]",match_tensors_permute,runs_exp2d/seed0/population,70.6
1887bcd2,e1762771,2_7_9,1_2_4,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.5320000052452087, 0.11600000411272049, 0.0, 0.9160000681877136, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5853333473205566,0.5213333964347839,0.359,0.42683333333333334,0.33166666666666667,0.522,"[null, 0.535, 0.118, null, 0.913, null, null, 0.348, null, 0.529]",match_tensors_permute,runs_exp2d/seed0/population,70.8
366f9057,5ffed8da,3_5_9,6_8_9,"[0.0, 0.0, 0.0, 0.6830000281333923, 0.0, 0.4230000078678131, 0.0, 0.0, 0.0, 0.6110000014305115]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9120000600814819, 0.0, 0.7490000128746033, 0.6790000200271606]",0.5723333358764648,0.7800000309944153,0.4382,0.6813333333333333,0.5923333333333334,0.7703333333333333,"[null, null, null, 0.671, null, 0.444, 0.914, null, 0.735, 0.662]",match_tensors_permute,runs_exp2d/seed0/population,72.5
366f9057,88ed44d1,3_5_9,3_6_7,"[0.0, 0.0, 0.0, 0.6830000281333923, 0.0, 0.4230000078678131, 0.0, 0.0, 0.0, 0.6110000014305115]","[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]",0.5723333358764648,0.42500004172325134,0.371,0.4126666666666667,0.404,0.42133333333333334,"[null, null, null, 0.18, null, 0.416, 0.964, 0.12, null, 0.616]",match_tensors_permute,runs_exp2d/seed0/population,69.4
366f9057,905afff7,3_5_9,3_5_6,"[0.0, 0.0, 0.0, 0.6830000281333923, 0.0, 0.4230000078678131, 0.0, 0.0, 0.0, 0.6110000014305115]","[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]",0.5723333358764648,0.36399999260902405,0.44475,0.309,0.24833333333333332,0.36966666666666664,"[null, null, null, 0.11, null, 0.023, 0.976, null, null, 0.612]",match_tensors_permute,runs_exp2d/seed0/population,69.0
